id,name,classification,type_1,type_2,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,total_stats,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,is_legendary,count
300,Skitty,Kitten Pokémon,Normal,,0.6,11.0,255,"Cute Charm ,  Normalize",50,45,45,35,35,50,260,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
301,Delcatty,Prim Pokémon,Normal,,1.1,32.6,60,"Cute Charm ,  Normalize",70,65,65,55,55,90,400,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
302,Sableye,Darkness Pokémon,Dark,Ghost,0.5,11.0,45,"Keen Eye ,  Stall",50,75,75,65,65,50,380,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,1
303,Mawile,Deceiver Pokémon,Steel,Fairy,0.6,11.5,45,"Hyper Cutter ,  Intimidate",50,85,85,55,55,50,380,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0,1
304,Aron,Iron Armor Pokémon,Steel,Rock,0.4,60.0,180,"Sturdy ,  Rock Head",50,70,100,40,40,30,330,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,1
305,Lairon,Iron Armor Pokémon,Steel,Rock,0.9,120.0,90,"Sturdy ,  Rock Head",60,90,140,50,50,40,430,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,1
306,Aggron,Iron Armor Pokémon,Steel,Rock,2.1,360.0,45,"Sturdy ,  Rock Head",70,110,180,60,60,50,530,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,1
307,Meditite,Meditate Pokémon,Fighting,Psychic,0.6,11.2,180,Pure Power,30,40,55,40,55,60,280,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0,1
308,Medicham,Meditate Pokémon,Fighting,Psychic,1.3,31.5,90,Pure Power,60,60,75,60,75,80,410,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0,1
309,Electrike,Lightning Pokémon,Electric,,0.6,15.2,120,"Static ,  Lightningrod",40,45,40,65,40,65,295,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
310,Manectric,Discharge Pokémon,Electric,,1.5,40.2,45,"Static ,  Lightningrod",70,75,60,105,60,105,475,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
311,Plusle,Cheering Pokémon,Electric,,0.4,4.2,200,Plus,60,50,40,85,75,95,405,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
312,Minun,Cheering Pokémon,Electric,,0.4,4.2,200,Minus,60,40,50,75,85,95,405,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
313,Volbeat,Firefly Pokémon,Bug,,0.7,17.7,150,"Illuminate ,  Swarm",65,73,75,47,85,85,430,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
314,Illumise,Firefly Pokémon,Bug,,0.6,17.7,150,"Oblivious ,  Tinted Lens",65,47,75,73,85,85,430,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
315,Roselia,Thorn Pokémon,Grass,Poison,0.3,2.0,150,"Natural Cure ,  Poison Point",50,60,45,100,80,65,400,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,1
316,Gulpin,Stomach Pokémon,Poison,,0.4,10.3,225,"Liquid Ooze ,  Sticky Hold",70,43,53,43,53,40,302,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,1
317,Swalot,Poison Bag Pokémon,Poison,,1.7,80.0,75,"Liquid Ooze ,  Sticky Hold",100,73,83,73,83,55,467,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,1
318,Carvanha,Savage Pokémon,Water,Dark,0.8,20.8,225,Rough Skin,45,90,20,65,20,65,305,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,1
319,Sharpedo,Brutal Pokémon,Water,Dark,1.8,88.8,60,Rough Skin,70,120,40,95,40,95,460,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,1
320,Wailmer,Ball Whale Pokémon,Water,,2.0,130.0,125,"Water Veil ,  Oblivious",130,70,35,70,35,60,400,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
321,Wailord,Float Whale Pokémon,Water,,14.5,398.0,60,"Water Veil ,  Oblivious",170,90,45,90,45,60,500,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
322,Numel,Numb Pokémon,Fire,Ground,0.7,24.0,255,"Oblivious ,  Simple",60,60,40,65,45,35,305,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,1
323,Camerupt,Eruption Pokémon,Fire,Ground,1.9,220.0,150,"Magma Armor ,  Solid Rock",70,100,70,105,75,40,460,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,1
324,Torkoal,Coal Pokémon,Fire,,0.5,80.4,90,"White Smoke ,  Drought",70,85,140,85,70,20,470,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
325,Spoink,Bounce Pokémon,Psychic,,0.7,30.6,255,"Thick Fat ,  Own Tempo",60,25,35,70,80,60,330,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
326,Grumpig,Manipulate Pokémon,Psychic,,0.9,71.5,60,"Thick Fat ,  Own Tempo",80,45,65,90,110,80,470,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
327,Spinda,Spot Panda Pokémon,Normal,,1.1,5.0,255,"Own Tempo ,  Tangled Feet",60,60,60,60,60,60,360,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
328,Trapinch,Ant Pit Pokémon,Ground,,0.7,15.0,255,"Hyper Cutter ,  Arena Trap",45,100,45,45,45,10,290,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1
329,Vibrava,Vibration Pokémon,Ground,Dragon,1.1,15.3,120,Levitate,50,70,50,50,50,70,340,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,1
330,Flygon,Mystic Pokémon,Ground,Dragon,2.0,82.0,45,Levitate,80,100,80,80,80,100,520,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,1
331,Cacnea,Cactus Pokémon,Grass,,0.4,51.3,190,Sand Veil,50,85,40,85,40,35,335,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
332,Cacturne,Scarecrow Pokémon,Grass,Dark,1.3,77.4,60,Sand Veil,70,115,60,115,60,55,475,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
333,Swablu,Cotton Bird Pokémon,Normal,Flying,0.4,1.2,255,Natural Cure,45,40,60,40,75,50,310,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
334,Altaria,Humming Pokémon,Dragon,Flying,1.1,20.6,45,Natural Cure,75,70,90,70,105,80,490,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,1
335,Zangoose,Cat Ferret Pokémon,Normal,,1.3,40.3,90,Immunity,73,115,60,60,60,90,458,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
336,Seviper,Fang Snake Pokémon,Poison,,2.7,52.5,90,Shed Skin,73,100,60,100,60,65,458,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,1
337,Lunatone,Meteorite Pokémon,Rock,Psychic,1.0,168.0,45,Levitate,90,55,65,95,85,70,460,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0,1
338,Solrock,Meteorite Pokémon,Rock,Psychic,1.2,154.0,45,Levitate,90,95,85,55,65,70,460,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0,1
339,Barboach,Whiskers Pokémon,Water,Ground,0.4,1.9,190,"Oblivious ,  Anticipation",50,48,43,46,41,60,288,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
340,Whiscash,Whiskers Pokémon,Water,Ground,0.9,23.6,75,"Oblivious ,  Anticipation",110,78,73,76,71,60,468,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
341,Corphish,Ruffian Pokémon,Water,,0.6,11.5,205,"Hyper Cutter ,  Shell Armor",43,80,65,50,35,35,308,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
342,Crawdaunt,Rogue Pokémon,Water,Dark,1.1,32.8,155,"Hyper Cutter ,  Shell Armor",63,120,85,90,55,55,468,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,1
343,Baltoy,Clay Doll Pokémon,Ground,Psychic,0.5,21.5,255,Levitate,40,40,55,40,70,55,300,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0,0,1
344,Claydol,Clay Doll Pokémon,Ground,Psychic,1.5,108.0,90,Levitate,60,70,105,70,120,75,500,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0,0,1
345,Lileep,Sea Lily Pokémon,Rock,Grass,1.0,23.8,45,Suction Cups,66,41,77,61,87,23,355,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
346,Cradily,Barnacle Pokémon,Rock,Grass,1.5,60.4,45,Suction Cups,86,81,97,81,107,43,495,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
347,Anorith,Old Shrimp Pokémon,Rock,Bug,0.7,12.5,45,Battle Armor,45,95,50,40,50,75,355,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
348,Armaldo,Plate Pokémon,Rock,Bug,1.5,68.2,45,Battle Armor,75,125,100,70,80,45,495,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
349,Feebas,Fish Pokémon,Water,,0.6,7.4,255,"Swift Swim ,  Oblivious",20,15,20,10,55,80,200,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
350,Milotic,Tender Pokémon,Water,,6.2,162.0,60,"Marvel Scale ,  Competitive",95,60,79,100,125,81,540,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
351,Castform,Weather Pokémon,Normal,,0.3,0.8,45,Forecast,70,70,70,70,70,70,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
352,Kecleon,Color Swap Pokémon,Normal,,1.0,22.0,200,Color Change,60,90,70,60,120,40,440,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
353,Shuppet,Puppet Pokémon,Ghost,,0.6,2.3,225,"Insomnia ,  Frisk",44,75,35,63,33,45,295,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
354,Banette,Marionette Pokémon,Ghost,,1.1,12.5,45,"Insomnia ,  Frisk",64,115,65,83,63,65,455,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
355,Duskull,Requiem Pokémon,Ghost,,0.8,15.0,190,Levitate,20,40,90,30,90,25,295,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
356,Dusclops,Beckon Pokémon,Ghost,,1.6,30.6,90,Pressure,40,70,130,60,130,25,455,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
357,Tropius,Fruit Pokémon,Grass,Flying,2.0,100.0,200,"Chlorophyll ,  Solar Power",99,68,83,72,87,51,460,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
358,Chimecho,Wind Chime Pokémon,Psychic,,0.6,1.0,45,Levitate,75,50,80,95,90,65,455,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
359,Absol,Disaster Pokémon,Dark,,1.2,47.0,30,"Pressure ,  Super Luck",65,130,60,75,60,75,465,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
360,Wynaut,Bright Pokémon,Psychic,,0.6,14.0,125,Shadow Tag,95,23,48,23,48,23,260,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
361,Snorunt,Snow Hat Pokémon,Ice,,0.7,16.8,190,"Inner Focus ,  Ice Body",50,50,50,50,50,50,300,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
362,Glalie,Face Pokémon,Ice,,1.5,256.5,75,"Inner Focus ,  Ice Body",80,80,80,80,80,80,480,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
363,Spheal,Clap Pokémon,Ice,Water,0.8,39.5,255,"Thick Fat ,  Ice Body",70,40,50,55,50,25,290,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
364,Sealeo,Ball Roll Pokémon,Ice,Water,1.1,87.6,120,"Thick Fat ,  Ice Body",90,60,70,75,70,45,410,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
365,Walrein,Ice Break Pokémon,Ice,Water,1.4,150.6,45,"Thick Fat ,  Ice Body",110,80,90,95,90,65,530,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
366,Clamperl,Bivalve Pokémon,Water,,0.4,52.5,255,Shell Armor,35,64,85,74,55,32,345,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
367,Huntail,Deep Sea Pokémon,Water,,1.7,27.0,60,Swift Swim,55,104,105,94,75,52,485,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
368,Gorebyss,South Sea Pokémon,Water,,1.8,22.6,60,Swift Swim,55,84,105,114,75,52,485,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
369,Relicanth,Longevity Pokémon,Water,Rock,1.0,23.4,25,"Swift Swim ,  Rock Head",100,90,130,45,65,55,485,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
370,Luvdisc,Rendezvous Pokémon,Water,,0.6,8.7,225,Swift Swim,43,30,55,40,65,97,330,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
371,Bagon,Rock Head Pokémon,Dragon,,0.6,42.1,45,Rock Head,45,75,60,40,30,50,300,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,1
372,Shelgon,Endurance Pokémon,Dragon,,1.1,110.5,45,Rock Head,65,95,100,60,50,50,420,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,1
373,Salamence,Dragon Pokémon,Dragon,Flying,1.5,102.6,45,Intimidate,95,135,80,110,80,100,600,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,1
374,Beldum,Iron Ball Pokémon,Steel,Psychic,0.6,95.2,3,Clear Body,40,55,80,35,60,30,300,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,1
375,Metang,Iron Claw Pokémon,Steel,Psychic,1.2,202.5,3,Clear Body,60,75,100,55,80,50,420,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,1
376,Metagross,Iron Leg Pokémon,Steel,Psychic,1.6,550.0,3,Clear Body,80,135,130,95,90,70,600,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0,1
377,Regirock,Rock Peak Pokémon,Rock,,1.7,230.0,3,Clear Body,80,100,200,50,100,50,580,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1
378,Regice,Iceberg Pokémon,Ice,,1.8,175.0,3,Clear Body,80,50,100,100,200,50,580,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1,1
379,Registeel,Iron Pokémon,Steel,,1.9,205.0,3,Clear Body,80,75,150,75,150,50,580,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1,1
380,Latias,Eon Pokémon,Dragon,Psychic,1.4,40.0,3,Levitate,80,80,90,110,130,110,600,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1
381,Latios,Eon Pokémon,Dragon,Psychic,2.0,60.0,3,Levitate,80,90,80,130,110,110,600,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1
382,Kyogre,Sea Basin Pokémon,Water,,4.5,352.0,3,Drizzle,100,100,90,150,140,90,670,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1
383,Groudon,Continent Pokémon,Ground,,3.5,950.0,3,Drought,100,150,140,100,90,90,670,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,1
384,Rayquaza,Sky High Pokémon,Dragon,Flying,7.0,206.5,45,Air Lock,105,150,90,150,90,95,680,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1,1
385,Jirachi,Wish Pokémon,Steel,Psychic,0.3,1.1,3,Serene Grace,100,100,100,100,100,100,600,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1,1
386,Deoxys,DNA Pokémon,Psychic,,1.7,60.8,3,Pressure,50,150,50,150,50,150,600,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1
387,Turtwig,Tiny Leaf Pokémon,Grass,,0.4,10.2,45,Overgrow,55,68,64,45,55,31,318,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
388,Grotle,Grove Pokémon,Grass,,1.1,97.0,45,Overgrow,75,89,85,55,65,36,405,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
389,Torterra,Continent Pokémon,Grass,Ground,2.2,310.0,45,Overgrow,95,109,105,75,85,56,525,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1
390,Chimchar,Chimp Pokémon,Fire,,0.5,6.2,45,Blaze,44,58,44,58,44,61,309,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
391,Monferno,Playful Pokémon,Fire,Fighting,0.9,22.0,45,Blaze,64,78,52,78,52,81,405,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,1
392,Infernape,Flame Pokémon,Fire,Fighting,1.2,55.0,45,Blaze,76,104,71,104,71,108,534,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,1
393,Piplup,Penguin Pokémon,Water,,0.4,5.2,45,Torrent,53,51,53,61,56,40,314,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
394,Prinplup,Penguin Pokémon,Water,,0.8,23.0,45,Torrent,64,66,68,81,76,50,405,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
395,Empoleon,Emperor Pokémon,Water,Steel,1.7,84.5,45,Torrent,84,86,88,111,101,60,530,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0,1
396,Starly,Starling Pokémon,Normal,Flying,0.3,2.0,255,Keen Eye,40,55,30,30,30,60,245,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
397,Staravia,Starling Pokémon,Normal,Flying,0.6,15.5,120,Intimidate,55,75,50,40,40,80,340,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
398,Staraptor,Predator Pokémon,Normal,Flying,1.2,24.9,45,Intimidate,85,120,70,50,60,100,485,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
399,Bidoof,Plump Mouse Pokémon,Normal,,0.5,20.0,255,"Simple ,  Unaware",59,45,40,35,40,31,250,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
400,Bibarel,Beaver Pokémon,Normal,Water,1.0,31.5,127,"Simple ,  Unaware",79,85,60,55,60,71,410,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,1
401,Kricketot,Cricket Pokémon,Bug,,0.3,2.2,255,Shed Skin,37,25,41,25,41,25,194,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
