id,name,typing,classification,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy
302,Sableye,"['Dark', 'Ghost']",Darkness Pokémon,0.5,11.0,45,"['Keen Eye', 'Stall']",50,75,75,65,65,50,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
303,Mawile,"['Steel', 'Fairy']",Deceiver Pokémon,0.6,11.5,45,"['Hyper Cutter', 'Intimidate']",50,85,85,55,55,50,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
304,Aron,"['Steel', 'Rock']",Iron Armor Pokémon,0.4,60.0,180,"['Sturdy', 'Rock Head']",50,70,100,40,40,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
305,Lairon,"['Steel', 'Rock']",Iron Armor Pokémon,0.9,120.0,90,"['Sturdy', 'Rock Head']",60,90,140,50,50,40,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Aggron,"['Steel', 'Rock']",Iron Armor Pokémon,2.1,360.0,45,"['Sturdy', 'Rock Head']",70,110,180,60,60,50,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
307,Meditite,"['Fighting', 'Psychic']",Meditate Pokémon,0.6,11.2,180,['Pure Power'],30,40,55,40,55,60,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Medicham,"['Fighting', 'Psychic']",Meditate Pokémon,1.3,31.5,90,['Pure Power'],60,60,75,60,75,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
309,Electrike,['Electric'],Lightning Pokémon,0.6,15.2,120,"['Static', 'Lightningrod']",40,45,40,65,40,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,['Electric'],Discharge Pokémon,1.5,40.2,45,"['Static', 'Lightningrod']",70,75,60,105,60,105,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,['Electric'],Cheering Pokémon,0.4,4.2,200,['Plus'],60,50,40,85,75,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,['Electric'],Cheering Pokémon,0.4,4.2,200,['Minus'],60,40,50,75,85,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,['Bug'],Firefly Pokémon,0.7,17.7,150,"['Illuminate', 'Swarm']",65,73,75,47,85,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
314,Illumise,['Bug'],Firefly Pokémon,0.6,17.7,150,"['Oblivious', 'Tinted Lens']",65,47,75,73,85,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
315,Roselia,"['Grass', 'Poison']",Thorn Pokémon,0.3,2.0,150,"['Natural Cure', 'Poison Point']",50,60,45,100,80,65,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
316,Gulpin,['Poison'],Stomach Pokémon,0.4,10.3,225,"['Liquid Ooze', 'Sticky Hold']",70,43,53,43,53,40,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
317,Swalot,['Poison'],Poison Bag Pokémon,1.7,80.0,75,"['Liquid Ooze', 'Sticky Hold']",100,73,83,73,83,55,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
318,Carvanha,"['Water', 'Dark']",Savage Pokémon,0.8,20.8,225,['Rough Skin'],45,90,20,65,20,65,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Sharpedo,"['Water', 'Dark']",Brutal Pokémon,1.8,88.8,60,['Rough Skin'],70,120,40,95,40,95,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
320,Wailmer,['Water'],Ball Whale Pokémon,2.0,130.0,125,"['Water Veil', 'Oblivious']",130,70,35,70,35,60,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
321,Wailord,['Water'],Float Whale Pokémon,14.5,398.0,60,"['Water Veil', 'Oblivious']",170,90,45,90,45,60,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
322,Numel,"['Fire', 'Ground']",Numb Pokémon,0.7,24.0,255,"['Oblivious', 'Simple']",60,60,40,65,45,35,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Camerupt,"['Fire', 'Ground']",Eruption Pokémon,1.9,220.0,150,"['Magma Armor', 'Solid Rock']",70,100,70,105,75,40,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
324,Torkoal,['Fire'],Coal Pokémon,0.5,80.4,90,"['White Smoke', 'Drought']",70,85,140,85,70,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
325,Spoink,['Psychic'],Bounce Pokémon,0.7,30.6,255,"['Thick Fat', 'Own Tempo']",60,25,35,70,80,60,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
326,Grumpig,['Psychic'],Manipulate Pokémon,0.9,71.5,60,"['Thick Fat', 'Own Tempo']",80,45,65,90,110,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
327,Spinda,['Normal'],Spot Panda Pokémon,1.1,5.0,255,"['Own Tempo', 'Tangled Feet']",60,60,60,60,60,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
328,Trapinch,['Ground'],Ant Pit Pokémon,0.7,15.0,255,"['Hyper Cutter', 'Arena Trap']",45,100,45,45,45,10,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
329,Vibrava,"['Ground', 'Dragon']",Vibration Pokémon,1.1,15.3,120,['Levitate'],50,70,50,50,50,70,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
330,Flygon,"['Ground', 'Dragon']",Mystic Pokémon,2.0,82.0,45,['Levitate'],80,100,80,80,80,100,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
331,Cacnea,['Grass'],Cactus Pokémon,0.4,51.3,190,['Sand Veil'],50,85,40,85,40,35,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,Cacturne,"['Grass', 'Dark']",Scarecrow Pokémon,1.3,77.4,60,['Sand Veil'],70,115,60,115,60,55,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,Swablu,"['Normal', 'Flying']",Cotton Bird Pokémon,0.4,1.2,255,['Natural Cure'],45,40,60,40,75,50,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
334,Altaria,"['Dragon', 'Flying']",Humming Pokémon,1.1,20.6,45,['Natural Cure'],75,70,90,70,105,80,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
335,Zangoose,['Normal'],Cat Ferret Pokémon,1.3,40.3,90,['Immunity'],73,115,60,60,60,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
336,Seviper,['Poison'],Fang Snake Pokémon,2.7,52.5,90,['Shed Skin'],73,100,60,100,60,65,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
337,Lunatone,"['Rock', 'Psychic']",Meteorite Pokémon,1.0,168.0,45,['Levitate'],90,55,65,95,85,70,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
338,Solrock,"['Rock', 'Psychic']",Meteorite Pokémon,1.2,154.0,45,['Levitate'],90,95,85,55,65,70,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
339,Barboach,"['Water', 'Ground']",Whiskers Pokémon,0.4,1.9,190,"['Oblivious', 'Anticipation']",50,48,43,46,41,60,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
340,Whiscash,"['Water', 'Ground']",Whiskers Pokémon,0.9,23.6,75,"['Oblivious', 'Anticipation']",110,78,73,76,71,60,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
341,Corphish,['Water'],Ruffian Pokémon,0.6,11.5,205,"['Hyper Cutter', 'Shell Armor']",43,80,65,50,35,35,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
342,Crawdaunt,"['Water', 'Dark']",Rogue Pokémon,1.1,32.8,155,"['Hyper Cutter', 'Shell Armor']",63,120,85,90,55,55,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
343,Baltoy,"['Ground', 'Psychic']",Clay Doll Pokémon,0.5,21.5,255,['Levitate'],40,40,55,40,70,55,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
344,Claydol,"['Ground', 'Psychic']",Clay Doll Pokémon,1.5,108.0,90,['Levitate'],60,70,105,70,120,75,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
345,Lileep,"['Rock', 'Grass']",Sea Lily Pokémon,1.0,23.8,45,['Suction Cups'],66,41,77,61,87,23,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
346,Cradily,"['Rock', 'Grass']",Barnacle Pokémon,1.5,60.4,45,['Suction Cups'],86,81,97,81,107,43,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
347,Anorith,"['Rock', 'Bug']",Old Shrimp Pokémon,0.7,12.5,45,['Battle Armor'],45,95,50,40,50,75,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
348,Armaldo,"['Rock', 'Bug']",Plate Pokémon,1.5,68.2,45,['Battle Armor'],75,125,100,70,80,45,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
349,Feebas,['Water'],Fish Pokémon,0.6,7.4,255,"['Swift Swim', 'Oblivious']",20,15,20,10,55,80,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
350,Milotic,['Water'],Tender Pokémon,6.2,162.0,60,"['Marvel Scale', 'Competitive']",95,60,79,100,125,81,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
351,Castform,"['Normal', 'Fire', 'Water', 'Ice']",Weather Pokémon,0.3,0.8,45,['Forecast'],70,70,70,70,70,70,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
352,Kecleon,['Normal'],Color Swap Pokémon,1.0,22.0,200,['Color Change'],60,90,70,60,120,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
353,Shuppet,['Ghost'],Puppet Pokémon,0.6,2.3,225,"['Insomnia', 'Frisk']",44,75,35,63,33,45,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
354,Banette,['Ghost'],Marionette Pokémon,1.1,12.5,45,"['Insomnia', 'Frisk']",64,115,65,83,63,65,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
355,Duskull,['Ghost'],Requiem Pokémon,0.8,15.0,190,['Levitate'],20,40,90,30,90,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
356,Dusclops,['Ghost'],Beckon Pokémon,1.6,30.6,90,['Pressure'],40,70,130,60,130,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
357,Tropius,"['Grass', 'Flying']",Fruit Pokémon,2.0,100.0,200,"['Chlorophyll', 'Solar Power']",99,68,83,72,87,51,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
358,Chimecho,['Psychic'],Wind Chime Pokémon,0.6,1.0,45,['Levitate'],75,50,80,95,90,65,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
359,Absol,['Dark'],Disaster Pokémon,1.2,47.0,30,"['Pressure', 'Super Luck']",65,130,60,75,60,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
360,Wynaut,['Psychic'],Bright Pokémon,0.6,14.0,125,['Shadow Tag'],95,23,48,23,48,23,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
361,Snorunt,['Ice'],Snow Hat Pokémon,0.7,16.8,190,"['Inner Focus', 'Ice Body']",50,50,50,50,50,50,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
362,Glalie,['Ice'],Face Pokémon,1.5,256.5,75,"['Inner Focus', 'Ice Body']",80,80,80,80,80,80,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
363,Spheal,"['Ice', 'Water']",Clap Pokémon,0.8,39.5,255,"['Thick Fat', 'Ice Body']",70,40,50,55,50,25,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
364,Sealeo,"['Ice', 'Water']",Ball Roll Pokémon,1.1,87.6,120,"['Thick Fat', 'Ice Body']",90,60,70,75,70,45,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
365,Walrein,"['Ice', 'Water']",Ice Break Pokémon,1.4,150.6,45,"['Thick Fat', 'Ice Body']",110,80,90,95,90,65,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
366,Clamperl,['Water'],Bivalve Pokémon,0.4,52.5,255,['Shell Armor'],35,64,85,74,55,32,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
367,Huntail,['Water'],Deep Sea Pokémon,1.7,27.0,60,['Swift Swim'],55,104,105,94,75,52,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
368,Gorebyss,['Water'],South Sea Pokémon,1.8,22.6,60,['Swift Swim'],55,84,105,114,75,52,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
369,Relicanth,"['Water', 'Rock']",Longevity Pokémon,1.0,23.4,25,"['Swift Swim', 'Rock Head']",100,90,130,45,65,55,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
370,Luvdisc,['Water'],Rendezvous Pokémon,0.6,8.7,225,['Swift Swim'],43,30,55,40,65,97,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
371,Bagon,['Dragon'],Rock Head Pokémon,0.6,42.1,45,['Rock Head'],45,75,60,40,30,50,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
372,Shelgon,['Dragon'],Endurance Pokémon,1.1,110.5,45,['Rock Head'],65,95,100,60,50,50,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
373,Salamence,"['Dragon', 'Flying']",Dragon Pokémon,1.5,102.6,45,['Intimidate'],95,135,80,110,80,100,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
374,Beldum,"['Steel', 'Psychic']",Iron Ball Pokémon,0.6,95.2,3,['Clear Body'],40,55,80,35,60,30,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
375,Metang,"['Steel', 'Psychic']",Iron Claw Pokémon,1.2,202.5,3,['Clear Body'],60,75,100,55,80,50,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
376,Metagross,"['Steel', 'Psychic']",Iron Leg Pokémon,1.6,550.0,3,['Clear Body'],80,135,130,95,90,70,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
377,Regirock,['Rock'],Rock Peak Pokémon,1.7,230.0,3,['Clear Body'],80,100,200,50,100,50,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
378,Regice,['Ice'],Iceberg Pokémon,1.8,175.0,3,['Clear Body'],80,50,100,100,200,50,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
379,Registeel,['Steel'],Iron Pokémon,1.9,205.0,3,['Clear Body'],80,75,150,75,150,50,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
380,Latias,"['Dragon', 'Psychic']",Eon Pokémon,1.4,40.0,3,['Levitate'],80,80,90,110,130,110,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
381,Latios,"['Dragon', 'Psychic']",Eon Pokémon,2.0,60.0,3,['Levitate'],80,90,80,130,110,110,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
382,Kyogre,['Water'],Sea Basin Pokémon,4.5,352.0,3,['Drizzle'],100,100,90,150,140,90,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
383,Groudon,['Ground'],Continent Pokémon,3.5,950.0,3,['Drought'],100,150,140,100,90,90,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
384,Rayquaza,"['Dragon', 'Flying']",Sky High Pokémon,7.0,206.5,45,['Air Lock'],105,150,90,150,90,95,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
385,Jirachi,"['Steel', 'Psychic']",Wish Pokémon,0.3,1.1,3,['Serene Grace'],100,100,100,100,100,100,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
386,Deoxys,['Psychic'],DNA Pokémon,1.7,60.8,3,['Pressure'],50,150,50,150,50,150,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
387,Turtwig,['Grass'],Tiny Leaf Pokémon,0.4,10.2,45,['Overgrow'],55,68,64,45,55,31,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
388,Grotle,['Grass'],Grove Pokémon,1.1,97.0,45,['Overgrow'],75,89,85,55,65,36,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
389,Torterra,"['Grass', 'Ground']",Continent Pokémon,2.2,310.0,45,['Overgrow'],95,109,105,75,85,56,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
390,Chimchar,['Fire'],Chimp Pokémon,0.5,6.2,45,['Blaze'],44,58,44,58,44,61,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,Monferno,"['Fire', 'Fighting']",Playful Pokémon,0.9,22.0,45,['Blaze'],64,78,52,78,52,81,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
392,Infernape,"['Fire', 'Fighting']",Flame Pokémon,1.2,55.0,45,['Blaze'],76,104,71,104,71,108,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
393,Piplup,['Water'],Penguin Pokémon,0.4,5.2,45,['Torrent'],53,51,53,61,56,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
394,Prinplup,['Water'],Penguin Pokémon,0.8,23.0,45,['Torrent'],64,66,68,81,76,50,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
395,Empoleon,"['Water', 'Steel']",Emperor Pokémon,1.7,84.5,45,['Torrent'],84,86,88,111,101,60,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
396,Starly,"['Normal', 'Flying']",Starling Pokémon,0.3,2.0,255,['Keen Eye'],40,55,30,30,30,60,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
397,Staravia,"['Normal', 'Flying']",Starling Pokémon,0.6,15.5,120,['Intimidate'],55,75,50,40,40,80,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
398,Staraptor,"['Normal', 'Flying']",Predator Pokémon,1.2,24.9,45,['Intimidate'],85,120,70,50,60,100,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
399,Bidoof,['Normal'],Plump Mouse Pokémon,0.5,20.0,255,"['Simple', 'Unaware']",59,45,40,35,40,31,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
400,Bibarel,"['Normal', 'Water']",Beaver Pokémon,1.0,31.5,127,"['Simple', 'Unaware']",79,85,60,55,60,71,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
401,Kricketot,['Bug'],Cricket Pokémon,0.3,2.2,255,['Shed Skin'],37,25,41,25,41,25,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
402,Kricketune,['Bug'],Cricket Pokémon,1.0,25.5,45,['Swarm'],77,85,51,55,51,65,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
403,Shinx,['Electric'],Flash Pokémon,0.5,9.5,235,"['Rivalry', 'Intimidate']",45,65,34,40,34,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
404,Luxio,['Electric'],Spark Pokémon,0.9,30.5,120,"['Rivalry', 'Intimidate']",60,85,49,60,49,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
